customer_id,interaction_date,channel_interaction
39278176,10/17/2022,Mobile
39278176,6/14/2022,email
39278176,2/6/2022,email
39278176,6/12/2022,Mobile
40928047,8/3/2022,email
40928047,1/2/2022,email
40928047,12/1/2022,web
40928047,6/12/2022,Mobile
40928047,3/9/2022,email
40928047,2/20/2022,web
41142525,8/24/2022,Mobile
41142525,6/13/2022,email
41142525,12/9/2022,web
41142525,2/28/2022,email
41142525,5/30/2022,Mobile
41142525,10/7/2022,web
42832411,9/24/2022,Mobile
42832411,4/8/2022,Mobile
42832411,10/21/2022,email
42832411,8/30/2022,email
42832411,6/5/2022,Mobile
42832411,6/5/2022,Mobile
43847352,10/27/2022,Mobile
43847352,9/20/2022,Mobile
43847352,9/30/2022,email
43847352,11/29/2022,Mobile
43847352,9/21/2022,email
43847352,7/30/2022,email
44538032,12/9/2022,Mobile
44538032,4/27/2022,web
44538032,7/3/2022,email
44538032,6/26/2022,email
44538032,12/5/2022,web
44538032,7/2/2022,Mobile
44808359,7/10/2022,email
44808359,3/6/2022,web
44808359,11/6/2022,web
44808359,7/11/2022,Mobile
46755323,12/1/2022,web
46755323,10/27/2022,web
46755323,1/4/2022,web
46755323,7/7/2022,Mobile
46755323,8/18/2022,web
46755323,3/22/2022,email
46999900,9/11/2022,Mobile
46999900,10/10/2022,Mobile
46999900,3/20/2022,web
46999900,11/29/2022,email
46999900,2/23/2022,Mobile
46999900,3/26/2022,web
48692558,10/8/2022,email
48692558,5/21/2022,web
48692558,10/1/2022,email
48692558,4/4/2022,email
48692558,4/7/2022,email
48692558,1/21/2022,web
48951646,1/17/2022,web
48951646,9/30/2022,Mobile
48951646,9/3/2022,Mobile
48951646,1/24/2022,email
48951646,5/7/2022,email
48951646,12/7/2022,web
49891291,11/2/2022,web
49891291,11/5/2022,web
49891291,1/2/2022,web
49891291,11/14/2022,Mobile
50906447,3/8/2022,Mobile
50906447,10/23/2022,web
50906447,11/2/2022,email
50906447,6/5/2022,email
50906447,1/24/2022,Mobile
50906447,2/27/2022,web
51610203,1/11/2022,web
51610203,12/13/2022,email
51610203,2/15/2022,Mobile
51610203,6/3/2022,web
51610203,8/4/2022,email
51610203,10/5/2022,email
52028549,11/23/2022,web
52028549,4/11/2022,Mobile
52028549,3/3/2022,web
52028549,10/7/2022,web
52028549,10/24/2022,email
52028549,5/25/2022,Mobile
52177252,7/22/2022,web
52177252,11/13/2022,web
52177252,8/2/2022,web
52177252,5/6/2022,web
52177252,8/13/2022,Mobile
52177252,4/5/2022,web
52450705,11/25/2022,email
52450705,9/1/2022,web
52450705,11/13/2022,email
52450705,3/9/2022,web
54116836,3/28/2022,Mobile
54116836,6/22/2022,web
54116836,1/6/2022,Mobile
54116836,10/15/2022,web
54116836,1/21/2022,web
54116836,1/24/2022,email
54979706,4/22/2022,web
54979706,3/15/2022,email
54979706,4/30/2022,Mobile
54979706,10/2/2022,web
54979706,8/10/2022,Mobile
54979706,8/4/2022,email
55723501,1/21/2022,Mobile
55723501,8/8/2022,email
55723501,8/15/2022,web
55723501,3/12/2022,Mobile
55723501,2/18/2022,Mobile
55723501,6/28/2022,email
57628625,3/4/2022,web
57628625,9/24/2022,web
57628625,2/8/2022,email
57628625,2/20/2022,Mobile
57628625,8/20/2022,web
57628625,1/3/2022,web
58294056,5/11/2022,Mobile
58294056,6/3/2022,Mobile
58294056,6/9/2022,email
58294056,1/10/2022,email
58294056,7/20/2022,Mobile
58294056,10/4/2022,email
58509701,3/7/2022,Mobile
58509701,7/2/2022,email
58509701,1/2/2022,Mobile
58509701,4/15/2022,email
58700591,9/4/2022,web
58700591,5/30/2022,web
58700591,7/25/2022,web
58700591,4/30/2022,web
58700591,9/21/2022,Mobile
58700591,2/3/2022,Mobile
59173653,1/14/2022,email
59173653,4/23/2022,email
59173653,7/16/2022,web
59173653,10/5/2022,email
59173653,11/6/2022,email
59173653,8/26/2022,Mobile
59411609,11/28/2022,Mobile
59411609,8/8/2022,email
59411609,9/22/2022,Mobile
59411609,9/8/2022,web
59411609,3/3/2022,email
59411609,12/7/2022,Mobile
59568787,4/25/2022,email
59568787,5/23/2022,web
59568787,7/9/2022,email
59568787,7/12/2022,email
60685788,4/1/2022,Mobile
60685788,12/1/2022,web
60685788,11/3/2022,Mobile
60685788,1/10/2022,Mobile
60685788,8/21/2022,email
60685788,8/23/2022,Mobile
62287632,8/16/2022,email
62287632,9/2/2022,web
62287632,1/8/2022,email
62287632,2/19/2022,Mobile
62287632,11/25/2022,email
62287632,11/22/2022,email
63263033,2/28/2022,Mobile
63263033,7/18/2022,web
63263033,10/5/2022,web
63263033,1/6/2022,web
63263033,5/27/2022,email
63263033,7/23/2022,web
63781605,9/14/2022,email
63781605,5/2/2022,web
63781605,4/3/2022,email
63781605,4/10/2022,Mobile
63781605,12/14/2022,email
63781605,5/3/2022,email
64643633,1/28/2022,web
64643633,8/1/2022,email
64643633,11/18/2022,web
64643633,4/25/2022,Mobile
65775068,1/21/2022,email
65775068,8/19/2022,Mobile
65775068,12/4/2022,web
65775068,3/16/2022,email
65775068,11/25/2022,web
65775068,12/2/2022,email
66249371,8/1/2022,email
66249371,5/10/2022,web
66249371,1/29/2022,email
66249371,5/20/2022,Mobile
66249371,8/23/2022,email
66249371,8/31/2022,email
66440913,6/24/2022,email
66440913,6/15/2022,web
66440913,3/4/2022,Mobile
66440913,9/13/2022,email
67189802,9/25/2022,web
67189802,2/6/2022,email
67189802,4/7/2022,Mobile
67189802,3/26/2022,web
67189802,12/11/2022,web
67189802,10/12/2022,Mobile
68534924,1/19/2022,email
68534924,5/4/2022,email
68534924,9/12/2022,Mobile
68534924,7/16/2022,web
68534924,1/10/2022,web
68534924,8/27/2022,email
68574980,9/11/2022,web
68574980,10/19/2022,Mobile
68574980,8/13/2022,Mobile
68574980,3/23/2022,email
68574980,1/23/2022,email
68574980,2/17/2022,Mobile
73503339,12/15/2022,web
73503339,6/7/2022,Mobile
73503339,4/20/2022,email
73503339,5/10/2022,email
73503339,3/1/2022,email
73503339,10/28/2022,email
74529642,10/23/2022,web
74529642,10/10/2022,Mobile
74529642,3/6/2022,email
74529642,3/21/2022,Mobile
74529642,3/18/2022,email
74529642,3/28/2022,Mobile
74732953,3/21/2022,email
74732953,7/6/2022,web
74732953,4/18/2022,email
74732953,3/6/2022,web
74732953,6/25/2022,Mobile
74732953,11/5/2022,email
74761530,9/6/2022,email
74761530,6/17/2022,Mobile
74761530,9/29/2022,email
74761530,1/19/2022,email
75108377,10/31/2022,web
75108377,6/22/2022,Mobile
75108377,4/3/2022,Mobile
75108377,5/17/2022,email
75108377,1/28/2022,email
75108377,2/12/2022,email
76480995,10/26/2022,Mobile
76480995,9/27/2022,email
76480995,5/10/2022,web
76480995,8/13/2022,Mobile
77513500,2/5/2022,Mobile
77513500,4/8/2022,Mobile
77513500,2/4/2022,Mobile
77513500,2/1/2022,Mobile
77513500,1/14/2022,Mobile
77513500,8/20/2022,email
78092571,8/9/2022,web
78092571,10/16/2022,web
78092571,11/9/2022,Mobile
78092571,9/11/2022,Mobile
78092571,3/30/2022,email
78092571,10/13/2022,email
79225289,4/26/2022,email
79225289,7/15/2022,web
79225289,12/6/2022,web
79225289,9/19/2022,email
81608269,6/6/2022,email
81608269,1/15/2022,email
81608269,7/12/2022,email
81608269,3/2/2022,web
82022668,11/4/2022,web
82022668,2/20/2022,email
82022668,9/25/2022,web
82022668,8/25/2022,email
82022668,5/3/2022,web
82022668,10/18/2022,web
83045586,3/8/2022,email
83045586,5/20/2022,web
83045586,1/23/2022,web
83045586,9/20/2022,Mobile
86883326,1/29/2022,email
86883326,11/14/2022,web
86883326,12/13/2022,Mobile
86883326,10/14/2022,email
86883326,4/24/2022,Mobile
86883326,5/14/2022,email
86977340,3/25/2022,Mobile
86977340,6/6/2022,Mobile
86977340,2/13/2022,email
86977340,4/28/2022,email
91421629,6/12/2022,email
91421629,8/28/2022,email
91421629,10/31/2022,web
91421629,1/3/2022,web
91421629,4/13/2022,web
91421629,10/14/2022,web
91588310,7/25/2022,email
91588310,7/24/2022,Mobile
91588310,11/19/2022,email
91588310,4/30/2022,email
91588310,9/17/2022,Mobile
91588310,4/13/2022,web
91913367,11/3/2022,Mobile
91913367,11/8/2022,email
91913367,1/21/2022,Mobile
91913367,5/2/2022,Mobile
92397237,11/10/2022,Mobile
92397237,3/26/2022,web
92397237,8/17/2022,email
92397237,6/25/2022,Mobile
92397237,9/2/2022,web
92397237,7/29/2022,web
93286037,7/2/2022,web
93286037,7/6/2022,web
93286037,11/7/2022,email
93286037,10/1/2022,Mobile
93286037,7/31/2022,email
93286037,10/17/2022,email
96303905,1/7/2022,Mobile
96303905,2/20/2022,email
96303905,8/13/2022,email
96303905,6/8/2022,web
96303905,1/11/2022,Mobile
96303905,12/3/2022,web
96792037,1/10/2022,email
96792037,9/8/2022,Mobile
96792037,4/24/2022,web
96792037,7/12/2022,Mobile
96792037,3/8/2022,email
96792037,7/22/2022,web
97771881,6/28/2022,web
97771881,7/3/2022,web
97771881,11/13/2022,Mobile
97771881,6/18/2022,Mobile
98680953,11/27/2022,Mobile
98680953,3/9/2022,email
98680953,11/24/2022,web
98680953,6/10/2022,Mobile
98680953,8/27/2022,web
98680953,9/7/2022,Mobile
99268523,10/13/2022,email
99268523,6/20/2022,Mobile
99268523,11/12/2022,web
99268523,8/11/2022,web
99268523,10/11/2022,Mobile
99268523,4/10/2022,email
206325,1/11/2022,email
206325,3/1/2022,direct mail 
206325,4/6/2022,Mobile
206325,9/13/2022,direct mail 
206325,9/13/2022,direct mail 
534799,1/20/2022,Mobile
534799,5/4/2022,email
534799,5/10/2022,Mobile
534799,9/2/2022,email
534799,10/27/2022,Mobile
553881,2/19/2022,Mobile
553881,5/3/2022,Web
553881,10/5/2022,Mobile
553881,10/9/2022,Mobile
553881,11/4/2022,email
563780,1/3/2022,Web
563780,4/30/2022,email
563780,5/15/2022,Web
563780,8/15/2022,Web
563780,12/3/2022,Mobile
570757,9/6/2022,Mobile
570757,9/19/2022,email
570757,9/22/2022,Web
570757,10/30/2022,direct mail 
570757,11/12/2022,Mobile
600710,1/1/2022,Web
600710,6/8/2022,Web
600710,8/11/2022,Web
600710,9/17/2022,Web
600710,10/4/2022,Web
621547,1/8/2022,direct mail 
621547,6/24/2022,email
621547,6/30/2022,direct mail 
621547,8/5/2022,email
621547,9/26/2022,direct mail 
632518,1/1/2022,email
632518,1/12/2022,direct mail 
632518,3/24/2022,email
632518,4/4/2022,Mobile
632518,10/23/2022,direct mail 
648361,3/17/2022,Mobile
648361,5/6/2022,Mobile
648361,6/12/2022,Mobile
648361,10/6/2022,direct mail 
654632,3/14/2022,direct mail 
654632,5/17/2022,Web
654632,6/2/2022,Web
654632,7/13/2022,Mobile
667015,4/30/2022,email
667015,8/5/2022,email
667015,9/16/2022,Web
667015,11/25/2022,Web
683471,4/24/2022,Web
683471,5/1/2022,Web
683471,10/28/2022,direct mail 
683471,11/30/2022,Mobile
705328,3/1/2022,email
705328,7/6/2022,email
705328,10/10/2022,Web
705328,11/12/2022,Mobile
715999,2/24/2022,email
715999,4/30/2022,email
715999,9/18/2022,Web
715999,9/18/2022,email
715999,12/14/2022,Web
728625,4/28/2022,Web
728625,7/1/2022,Mobile
728625,7/30/2022,Mobile
728625,8/28/2022,direct mail 
728625,9/22/2022,email
769638,5/26/2022,Mobile
769638,7/5/2022,Web
769638,7/13/2022,Web
769638,12/5/2022,direct mail 
771684,8/10/2022,email
771684,9/18/2022,Web
771684,10/3/2022,email
771684,11/1/2022,email
789346,5/29/2022,Web
789346,6/29/2022,direct mail 
789346,7/1/2022,email
789346,9/29/2022,Mobile
797869,1/20/2022,Mobile
797869,2/25/2022,direct mail 
797869,10/20/2022,direct mail 
797869,12/10/2022,Mobile
813262,3/12/2022,Mobile
813262,4/15/2022,email
813262,6/15/2022,direct mail 
813262,9/13/2022,Web
816652,6/13/2022,Web
816652,7/16/2022,Web
816652,8/7/2022,Mobile
816652,8/29/2022,Mobile
816770,5/13/2022,Web
816770,6/6/2022,Web
816770,7/17/2022,direct mail 
816770,12/1/2022,direct mail 
824182,4/24/2022,direct mail 
824182,5/25/2022,email
824182,12/3/2022,Web
824182,12/9/2022,direct mail 
858819,3/13/2022,direct mail 
858819,3/22/2022,email
858819,9/22/2022,Mobile
858819,11/10/2022,email
869531,3/30/2022,Mobile
869531,5/21/2022,Web
869531,9/9/2022,email
869531,9/16/2022,direct mail 
884100,1/9/2022,direct mail 
884100,3/26/2022,email
884100,9/4/2022,direct mail 
884100,9/7/2022,direct mail 
912490,3/6/2022,Web
912490,3/25/2022,direct mail 
912490,5/4/2022,email
912490,6/27/2022,direct mail 
912490,12/4/2022,email
930720,1/16/2022,direct mail 
930720,3/22/2022,email
930720,4/16/2022,Web
930720,7/10/2022,email
958556,1/18/2022,Mobile
958556,8/14/2022,email
958556,10/21/2022,email
958556,11/18/2022,Web
981253,1/20/2022,email
981253,2/14/2022,direct mail 
981253,5/30/2022,Web
981253,8/2/2022,Mobile
981253,8/17/2022,email
990529,1/18/2022,direct mail 
990529,1/19/2022,email
990529,4/24/2022,direct mail 
990529,7/22/2022,email
990529,11/18/2022,Mobile
994898,2/16/2022,email
994898,5/4/2022,Mobile
994898,7/1/2022,Mobile
994898,12/14/2022,Web
996787,1/25/2022,email
996787,2/20/2022,direct mail 
996787,4/2/2022,direct mail 
996787,7/14/2022,Web
1015066,2/22/2022,direct mail 
1015066,4/16/2022,direct mail 
1015066,9/20/2022,Mobile
1015066,11/3/2022,Web
1037254,3/30/2022,Web
1037254,8/22/2022,email
1037254,8/22/2022,Web
1037254,9/17/2022,email
1050370,2/25/2022,direct mail 
1050370,5/31/2022,Web
1050370,7/21/2022,direct mail 
1050370,8/2/2022,Mobile
1050370,11/14/2022,direct mail 
1082206,1/3/2022,Mobile
1082206,1/10/2022,Web
1082206,5/7/2022,direct mail 
1082206,7/18/2022,Web
1082206,8/21/2022,Mobile
1098418,5/9/2022,Mobile
1098418,5/27/2022,Mobile
1098418,7/17/2022,email
1098418,10/4/2022,email
1122455,1/10/2022,Mobile
1122455,5/6/2022,Mobile
1122455,5/16/2022,Mobile
1122455,8/23/2022,direct mail 
1137977,1/14/2022,Mobile
1137977,5/4/2022,Mobile
1137977,9/14/2022,direct mail 
1137977,11/5/2022,email
1162361,1/31/2022,direct mail 
1162361,2/7/2022,direct mail 
1162361,5/27/2022,Mobile
1162361,7/24/2022,email
1174206,3/24/2022,Mobile
1174206,3/31/2022,email
1174206,4/21/2022,Web
1174206,5/16/2022,direct mail 
1174206,9/19/2022,Web
1191502,2/2/2022,Web
1191502,7/24/2022,Mobile
1191502,8/3/2022,Web
1191502,9/19/2022,Mobile
1191502,10/20/2022,direct mail 
1196373,2/24/2022,Mobile
1196373,3/5/2022,direct mail 
1196373,4/8/2022,Mobile
1196373,10/14/2022,Web
1208104,1/1/2022,Mobile
1208104,5/6/2022,Mobile
1208104,9/22/2022,direct mail 
1208104,10/3/2022,direct mail 
1220346,3/31/2022,Web
1220346,4/28/2022,email
1220346,5/7/2022,direct mail 
1220346,11/2/2022,direct mail 
1246358,8/7/2022,direct mail 
1246358,9/23/2022,email
1246358,10/29/2022,Web
1246358,11/6/2022,Web
1255248,1/18/2022,email
1255248,4/28/2022,Web
1255248,4/29/2022,Mobile
1255248,5/18/2022,Web
1260543,1/3/2022,Mobile
1260543,6/26/2022,email
1260543,8/4/2022,direct mail 
1260543,11/17/2022,direct mail 
1274199,4/12/2022,Web
1274199,5/11/2022,Mobile
1274199,6/7/2022,direct mail 
1274199,10/5/2022,email
1274199,10/21/2022,Mobile
1280428,1/4/2022,Mobile
1280428,1/8/2022,email
1280428,8/4/2022,Web
1280428,11/22/2022,email
